surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
shortcut,Keyboard,QShortcut/QAction shortcuts,QKeySequence::Redo,redo,menu Redo,true,implemented+available,Redoable command exists,Redoable command exists,see matching command row,see matching row,None,Redo,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+X,cut,QKeySequence::Cut,true,implemented+available,Selected object,Selected object,see matching command row,see matching row,None,Copy snapshot + delete,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+C,copy,QKeySequence::Copy,true,implemented+available,Selected object,Selected object,see matching command row,see matching row,None,Raster crop to clipboard,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,QKeySequence::Paste,paste,menu Paste - DISABLED (in-document paste not shipped),true,implemented+available,n/a,n/a,see matching command row,see matching row,None,None,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Del,delete,QKeySequence::Delete -> DeleteSelection alias,true,implemented+available,Selected object,Selected object,see matching command row,see matching row,None,Selected annotation deleted,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,QKeySequence::SelectAll,select-all,menu Select All - DISABLED,true,implemented+available,n/a,n/a,see matching command row,see matching row,None,None,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+F,find,QKeySequence::Find,true,implemented+available,Always,Always,see matching command row,see matching row,None,FindBar toggled,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+H,find-replace,menu Edit>Find & Replace,true,implemented+available,Always,Always,see matching command row,see matching row,None,FindBar (with replace controls) toggled,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl++,zoomIn,QKeySequence::ZoomIn,true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Zoom in,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+-,zoomOut,QKeySequence::ZoomOut,true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Zoom out,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+0,actual,menu Actual Size,true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Zoom 100%,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,F11,fullscreen,menu View>Full Screen,true,implemented+available,Always,Always,see matching command row,see matching row,None,Fullscreen chrome hidden (setFullScreenMode),see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+/,shortcuts,menu Help>Keyboard Shortcuts,true,implemented+available,Always,Always,see matching command row,see matching row,None,ShortcutHelpDialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+F1,ribbon-collapse,Ribbon collapse toggle (Microsoft idiom),true,implemented+available,Always,Always,see matching command row,see matching row,None,Ribbon body collapsed/expanded,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Alt+Left,nav-back,viewer back,true,implemented+available,History exists,History exists,see matching command row,see matching row,None,Previous page in view history,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Alt+Right,nav-forward,viewer forward,true,implemented+available,Forward history exists,Forward history exists,see matching command row,see matching row,None,Next page in view history,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,F6,region-cycle,accessibility region cycle (ribbon/left/center/right/status),true,implemented+available,Always,Always,see matching command row,see matching row,None,Focus moves,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Shift+F6,region-cycle-rev,reverse region cycle,true,implemented+available,Always,Always,see matching command row,see matching row,None,Focus moves,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,F1,shortcuts-help,ShortcutHelpDialog,true,implemented+available,Always,Always,see matching command row,see matching row,None,Dialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,"Ctrl+,",preferences,PreferencesDialog,true,implemented+available,Always,Always,see matching command row,see matching row,None,Dialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,F8 / Shift+F8,ocr-next-uncertain,OCRMode next/prev uncertain word (OCR Verify screen),true,implemented+available,OCR results present,OCR results present,see matching command row,see matching row,None,Review navigation,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Esc,form-escape,FormBuilderMode escape shortcut,true,implemented+available,Form Builder active,Form Builder active,see matching command row,see matching row,None,Cancels placement,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
